,prices,hour,day,week,month
5890,48.07,10,0,35,8
5891,51.0,11,0,35,8
5892,48.83,12,0,35,8
5893,47.11,13,0,35,8
5894,46.06,14,0,35,8
5895,42.09,15,0,35,8
5896,37.08,16,0,35,8
5897,34.56,17,0,35,8
5898,33.24,18,0,35,8
5899,34.04,19,0,35,8
5900,37.09,20,0,35,8
5901,32.58,21,0,35,8
5902,31.72,22,0,35,8
5903,27.63,23,0,35,8
5904,22.09,0,1,35,8
5905,20.0,1,1,35,8
5906,17.96,2,1,35,8
5907,15.06,3,1,35,8
5908,8.92,4,1,35,8
5909,20.01,5,1,35,8
5910,25.99,6,1,35,8
5911,36.0,7,1,35,8
5912,38.71,8,1,35,8
5913,42.79,9,1,35,8
5914,45.52,10,1,35,8
5915,52.0,11,1,35,8
5916,44.79,12,1,35,8
5917,43.21,13,1,35,8
5918,42.05,14,1,35,8
5919,39.79,15,1,35,8
5920,36.5,16,1,35,8
5921,34.0,17,1,35,8
5922,34.76,18,1,35,8
5923,33.04,19,1,35,8
5924,38.33,20,1,35,8
5925,34.0,21,1,35,8
5926,32.54,22,1,35,8
5927,27.0,23,1,35,8
5928,24.65,0,2,35,8
5929,22.44,1,2,35,8
5930,21.48,2,2,35,8
5931,19.78,3,2,35,8
5932,17.17,4,2,35,8
5933,24.96,5,2,35,8
5934,29.05,6,2,35,8
5935,41.9,7,2,35,8
5936,47.95,8,2,35,8
5937,48.87,9,2,35,8
5938,52.13,10,2,35,8
5939,56.91,11,2,35,8
5940,52.08,12,2,35,8
5941,50.32,13,2,35,8
5942,49.05,14,2,35,8
5943,46.52,15,2,35,8
5944,41.91,16,2,35,8
5945,39.93,17,2,35,8
5946,40.41,18,2,35,8
5947,39.6,19,2,35,8
5948,42.0,20,2,35,8
5949,38.48,21,2,35,8
5950,35.01,22,2,35,8
5951,30.0,23,2,35,8
5952,25.15,0,3,35,8
5953,22.78,1,3,35,8
5954,20.74,2,3,35,8
5955,19.33,3,3,35,8
5956,18.8,4,3,35,8
5957,25.0,5,3,35,8
5958,31.14,6,3,35,8
5959,40.8,7,3,35,8
5960,42.34,8,3,35,8
5961,45.0,9,3,35,8
5962,45.99,10,3,35,8
5963,51.6,11,3,35,8
5964,45.0,12,3,35,8
5965,44.71,13,3,35,8
5966,46.4,14,3,35,8
5967,42.99,15,3,35,8
5968,40.6,16,3,35,8
5969,39.93,17,3,35,8
5970,39.81,18,3,35,8
5971,38.08,19,3,35,8
5972,40.09,20,3,35,8
5973,36.06,21,3,35,8
5974,33.25,22,3,35,8
5975,38.0,23,3,35,8
5976,25.02,0,4,35,8
5977,22.22,1,4,35,8
5978,20.47,2,4,35,8
5979,20.0,3,4,35,8
5980,20.74,4,4,35,8
5981,25.04,5,4,35,8
5982,28.59,6,4,35,8
5983,39.81,7,4,35,8
5984,40.74,8,4,35,8
5985,42.74,9,4,35,8
5986,47.7,10,4,35,8
5987,58.2,11,4,35,8
5988,46.47,12,4,35,8
5989,44.42,13,4,35,8
5990,40.2,14,4,35,8
5991,37.94,15,4,35,8
5992,35.94,16,4,35,8
5993,35.43,17,4,35,8
5994,34.25,18,4,35,8
5995,33.81,19,4,35,8
5996,38.32,20,4,35,8
5997,34.66,21,4,35,8
5998,31.31,22,4,35,8
5999,27.0,23,4,35,8
6000,27.0,0,5,35,8
6001,25.05,1,5,35,8
6002,22.97,2,5,35,8
6003,20.2,3,5,35,8
6004,19.0,4,5,35,8
6005,20.3,5,5,35,8
6006,22.94,6,5,35,8
6007,26.97,7,5,35,8
6008,31.49,8,5,35,8
6009,38.0,9,5,35,8
6010,42.81,10,5,35,8
6011,49.99,11,5,35,8
6012,40.08,12,5,35,8
6013,34.99,13,5,35,8
6014,32.01,14,5,35,8
6015,30.61,15,5,35,8
6016,30.9,16,5,35,8
6017,29.51,17,5,35,8
6018,31.0,18,5,35,8
6019,32.5,19,5,35,8
6020,37.1,20,5,35,8
6021,31.96,21,5,35,8
6022,32.08,22,5,35,8
6023,31.96,23,5,35,8
6024,21.07,0,6,35,8
6025,16.41,1,6,35,8
6026,12.5,2,6,35,8
6027,8.97,3,6,35,8
6028,8.95,4,6,35,8
6029,8.93,5,6,35,8
6030,9.17,6,6,35,8
6031,8.09,7,6,35,8
6032,12.93,8,6,35,8
6033,23.51,9,6,35,8
6034,23.6,10,6,35,8
6035,26.0,11,6,35,8
6036,26.53,12,6,35,8
6037,24.95,13,6,35,8
6038,23.6,14,6,35,8
6039,21.01,15,6,35,8
6040,21.92,16,6,35,8
6041,23.6,17,6,35,8
6042,25.99,18,6,35,8
6043,29.95,19,6,35,8
6044,51.0,20,6,35,8
6045,55.0,21,6,35,8
6046,47.95,22,6,35,8
6047,27.0,23,6,35,8
6048,25.24,0,0,36,8
6049,18.92,1,0,36,8
6050,14.94,2,0,36,8
6051,9.91,3,0,36,8
6052,10.0,4,0,36,8
6053,16.32,5,0,36,8
6054,30.72,6,0,36,8
6055,39.59,7,0,36,8
6056,44.02,8,0,36,8
6057,44.94,9,0,36,8
6058,44.93,10,0,36,8
6059,48.32,11,0,36,8
6060,44.2,12,0,36,8
6061,42.18,13,0,36,8
6062,40.14,14,0,36,8
6063,40.91,15,0,36,8
6064,39.91,16,0,36,8
6065,36.91,17,0,36,8
6066,37.91,18,0,36,8
6067,39.95,19,0,36,8
6068,43.0,20,0,36,8
6069,36.64,21,0,36,8
6070,34.08,22,0,36,8
6071,29.03,23,0,36,8
6072,26.06,0,1,36,8
6073,23.27,1,1,36,8
6074,20.17,2,1,36,8
6075,17.14,3,1,36,8
6076,16.6,4,1,36,8
6077,24.68,5,1,36,8
6078,31.04,6,1,36,8
6079,42.93,7,1,36,8
6080,48.23,8,1,36,8
6081,48.11,9,1,36,8
6082,50.31,10,1,36,8
6083,53.57,11,1,36,8
6084,50.06,12,1,36,8
6085,49.0,13,1,36,8
6086,47.05,14,1,36,8
6087,44.4,15,1,36,8
6088,42.87,16,1,36,8
6089,42.97,17,1,36,8
6090,41.15,18,1,36,8
6091,41.1,19,1,36,8
6092,44.06,20,1,36,8
6093,39.7,21,1,36,8
6094,36.11,22,1,36,8
6095,31.06,23,1,36,8
6096,25.76,0,2,36,8
6097,23.15,1,2,36,8
6098,21.11,2,2,36,8
6099,20.4,3,2,36,8
6100,20.9,4,2,36,8
6101,27.06,5,2,36,8
6102,31.93,6,2,36,8
6103,43.7,7,2,36,8
6104,48.8,8,2,36,8
6105,50.01,9,2,36,8
6106,53.12,10,2,36,8
6107,58.0,11,2,36,8
6108,53.79,12,2,36,8
6109,51.16,13,2,36,8
6110,49.13,14,2,36,8
6111,47.11,15,2,36,8
6112,44.78,16,2,36,8
6113,44.93,17,2,36,8
6114,44.32,18,2,36,8
6115,45.35,19,2,36,8
6116,46.95,20,2,36,8
6117,42.01,21,2,36,8
6118,38.5,22,2,36,8
6119,31.05,23,2,36,8
6120,27.15,0,3,36,8
6121,24.47,1,3,36,8
6122,23.06,2,3,36,8
6123,21.89,3,3,36,8
6124,20.0,4,3,36,8
6125,26.39,5,3,36,8
6126,33.29,6,3,36,8
6127,48.25,7,3,36,8
6128,53.18,8,3,36,8
6129,55.0,9,3,36,8
6130,56.04,10,3,36,8
6131,62.08,11,3,36,8
6132,54.0,12,3,36,8
6133,53.22,13,3,36,8
6134,51.51,14,3,36,8
6135,48.01,15,3,36,8
6136,45.31,16,3,36,8
6137,45.01,17,3,36,8
6138,44.42,18,3,36,8
6139,45.96,19,3,36,8
6140,48.4,20,3,36,8
6141,43.99,21,3,36,8
6142,39.09,22,3,36,8
6143,31.98,23,3,36,8
6144,30.0,0,4,36,8
6145,26.0,1,4,36,8
6146,23.99,2,4,36,8
6147,24.0,3,4,36,8
6148,24.5,4,4,36,8
6149,28.15,5,4,36,8
6150,34.01,6,4,36,8
6151,47.5,7,4,36,8
6152,50.2,8,4,36,8
6153,52.25,9,4,36,8
6154,60.0,10,4,36,8
6155,66.0,11,4,36,8
6156,53.0,12,4,36,8
6157,49.69,13,4,36,8
6158,47.08,14,4,36,8
6159,45.5,15,4,36,8
6160,41.8,16,4,36,8
6161,42.55,17,4,36,8
6162,42.0,18,4,36,8
6163,42.0,19,4,36,8
6164,46.32,20,4,36,8
6165,38.95,21,4,36,8
6166,34.05,22,4,36,8
6167,31.06,23,4,36,8
6168,27.02,0,5,36,8
6169,24.96,1,5,36,8
6170,22.0,2,5,36,8
6171,20.0,3,5,36,8
6172,19.0,4,5,36,8
6173,19.91,5,5,36,8
6174,24.7,6,5,36,8
6175,34.0,7,5,36,8
6176,40.0,8,5,36,8
6177,41.0,9,5,36,8
6178,46.56,10,5,36,8
6179,49.5,11,5,36,8
6180,45.01,12,5,36,8
6181,40.0,13,5,36,8
6182,40.0,14,5,36,8
6183,40.0,15,5,36,8
6184,40.0,16,5,36,8
6185,40.0,17,5,36,8
6186,40.0,18,5,36,8
6187,40.0,19,5,36,8
6188,52.07,20,5,36,8
6189,40.0,21,5,36,8
6190,46.01,22,5,36,8
6191,40.0,23,5,36,8
6192,34.86,0,6,36,8
6193,24.04,1,6,36,8
6194,22.54,2,6,36,8
6195,14.21,3,6,36,8
6196,12.0,4,6,36,8
6197,14.96,5,6,36,8
6198,14.91,6,6,36,8
6199,11.96,7,6,36,8
6200,22.24,8,6,36,8
6201,27.99,9,6,36,8
6202,30.0,10,6,36,8
6203,32.02,11,6,36,8
6204,33.51,12,6,36,8
6205,30.42,13,6,36,8
6206,28.06,14,6,36,8
6207,24.69,15,6,36,8
6208,24.08,16,6,36,8
6209,28.04,17,6,36,8
6210,31.98,18,6,36,8
6211,35.67,19,6,36,8
6212,56.12,20,6,36,8
6213,52.12,21,6,36,8
6214,46.0,22,6,36,8
6215,31.93,23,6,36,8
6216,20.0,0,0,37,8
6217,13.88,1,0,37,8
6218,13.0,2,0,37,8
6219,11.08,3,0,37,8
6220,12.06,4,0,37,8
6221,18.96,5,0,37,8
6222,30.08,6,0,37,8
6223,44.92,7,0,37,8
6224,50.62,8,0,37,8
6225,51.0,9,0,37,8
6226,54.18,10,0,37,8
6227,57.72,11,0,37,8
6228,52.84,12,0,37,8
6229,53.07,13,0,37,8
6230,54.6,14,0,37,8
6231,53.0,15,0,37,8
6232,51.62,16,0,37,8
6233,53.43,17,0,37,8
6234,51.0,18,0,37,8
6235,51.69,19,0,37,8
6236,53.17,20,0,37,8
6237,46.12,21,0,37,8
6238,40.08,22,0,37,8
6239,32.1,23,0,37,8
6240,26.4,0,1,37,8
6241,23.7,1,1,37,8
6242,22.4,2,1,37,8
6243,19.37,3,1,37,8
6244,21.5,4,1,37,8
6245,26.0,5,1,37,8
6246,31.68,6,1,37,8
6247,49.0,7,1,37,8
6248,51.8,8,1,37,8
6249,54.49,9,1,37,8
6250,58.0,10,1,37,8
6251,63.6,11,1,37,8
6252,57.26,12,1,37,8
6253,55.01,13,1,37,8
6254,53.0,14,1,37,8
6255,50.25,15,1,37,8
6256,49.18,16,1,37,8
6257,48.12,17,1,37,8
6258,48.3,18,1,37,8
6259,49.0,19,1,37,8
6260,49.95,20,1,37,8
6261,43.45,21,1,37,8
6262,37.07,22,1,37,8
6263,28.84,23,1,37,8
6264,24.98,0,2,37,8
6265,21.99,1,2,37,8
6266,19.4,2,2,37,8
6267,19.72,3,2,37,8
6268,20.44,4,2,37,8
6269,25.0,5,2,37,8
6270,33.0,6,2,37,8
6271,51.82,7,2,37,8
6272,57.35,8,2,37,8
6273,58.04,9,2,37,8
6274,58.73,10,2,37,8
6275,63.0,11,2,37,8
6276,56.11,12,2,37,8
6277,52.84,13,2,37,8
6278,52.01,14,2,37,8
6279,50.26,15,2,37,8
6280,47.5,16,2,37,8
6281,46.75,17,2,37,8
6282,47.12,18,2,37,8
6283,48.69,19,2,37,8
6284,50.57,20,2,37,8
6285,42.72,21,2,37,8
6286,37.14,22,2,37,8
6287,31.45,23,2,37,8
6288,27.0,0,3,37,8
6289,22.92,1,3,37,8
6290,19.57,2,3,37,8
6291,18.0,3,3,37,8
6292,18.4,4,3,37,8
6293,24.0,5,3,37,8
6294,33.53,6,3,37,8
6295,50.0,7,3,37,8
6296,54.45,8,3,37,8
6297,57.1,9,3,37,8
6298,58.8,10,3,37,8
6299,63.12,11,3,37,8
6300,57.0,12,3,37,8
6301,52.12,13,3,37,8
6302,50.5,14,3,37,8
6303,48.69,15,3,37,8
6304,46.56,16,3,37,8
6305,46.25,17,3,37,8
6306,46.99,18,3,37,8
6307,48.13,19,3,37,8
6308,52.04,20,3,37,8
6309,43.0,21,3,37,8
6310,37.36,22,3,37,8
6311,31.03,23,3,37,8
6312,29.0,0,4,37,8
6313,24.6,1,4,37,8
6314,21.92,2,4,37,8
6315,20.0,3,4,37,8
6316,20.74,4,4,37,8
6317,25.99,5,4,37,8
6318,33.89,6,4,37,8
6319,46.95,7,4,37,8
6320,54.0,8,4,37,8
6321,59.0,9,4,37,8
6322,58.63,10,4,37,8
6323,61.12,11,4,37,8
6324,53.66,12,4,37,8
6325,50.91,13,4,37,8
6326,49.82,14,4,37,8
6327,47.02,15,4,37,8
6328,43.36,16,4,37,8
6329,44.06,17,4,37,8
6330,44.28,18,4,37,8
6331,46.57,19,4,37,8
6332,52.0,20,4,37,8
6333,41.12,21,4,37,8
6334,35.15,22,4,37,8
6335,32.0,23,4,37,8
6336,29.93,0,5,37,8
6337,26.99,1,5,37,8
6338,22.92,2,5,37,8
6339,19.0,3,5,37,8
6340,15.44,4,5,37,8
6341,21.13,5,5,37,8
6342,23.47,6,5,37,8
6343,31.0,7,5,37,8
6344,35.49,8,5,37,8
6345,48.0,9,5,37,8
6346,52.12,10,5,37,8
6347,55.12,11,5,37,8
6348,50.12,12,5,37,8
6349,46.42,13,5,37,8
6350,39.93,14,5,37,8
6351,35.12,15,5,37,8
6352,33.8,16,5,37,8
6353,34.96,17,5,37,8
6354,39.4,18,5,37,8
6355,47.42,19,5,37,8
6356,63.12,20,5,37,8
6357,53.12,21,5,37,8
6358,42.22,22,5,37,8
6359,29.56,23,5,37,8
6360,25.94,0,6,37,8
6361,24.1,1,6,37,8
6362,21.96,2,6,37,8
6363,13.96,3,6,37,8
6364,12.1,4,6,37,8
6365,11.99,5,6,37,8
6366,14.2,6,6,37,8
6367,12.6,7,6,37,8
6368,19.54,8,6,37,8
6369,25.11,9,6,37,8
6370,30.91,10,6,37,8
6371,32.94,11,6,37,8
6372,34.04,12,6,37,8
6373,30.02,13,6,37,8
6374,27.79,14,6,37,8
6375,23.98,15,6,37,8
6376,22.95,16,6,37,8
6377,23.82,17,6,37,8
6378,28.94,18,6,37,8
6379,34.99,19,6,37,8
6380,39.99,20,6,37,8
6381,34.98,21,6,37,8
6382,33.08,22,6,37,8
6383,29.5,23,6,37,8
6384,26.81,0,0,38,8
6385,18.24,1,0,38,8
6386,12.0,2,0,38,8
6387,8.91,3,0,38,8
6388,9.99,4,0,38,8
6389,16.99,5,0,38,8
6390,30.5,6,0,38,8
6391,46.95,7,0,38,8
6392,50.03,8,0,38,8
6393,50.08,9,0,38,8
6394,50.9,10,0,38,8
6395,54.36,11,0,38,8
6396,49.98,12,0,38,8
6397,49.09,13,0,38,8
6398,48.12,14,0,38,8
6399,46.94,15,0,38,8
6400,42.78,16,0,38,8
6401,44.5,17,0,38,8
6402,45.49,18,0,38,8
6403,49.37,19,0,38,8
6404,49.97,20,0,38,8
6405,44.32,21,0,38,8
6406,34.93,22,0,38,8
6407,29.39,23,0,38,8
6408,27.27,0,1,38,8
6409,23.05,1,1,38,8
6410,19.86,2,1,38,8
6411,17.33,3,1,38,8
6412,15.51,4,1,38,8
6413,24.58,5,1,38,8
6414,38.65,6,1,38,8
6415,55.0,7,1,38,8
6416,56.0,8,1,38,8
6417,56.9,9,1,38,8
6418,59.01,10,1,38,8
6419,59.07,11,1,38,8
6420,55.04,12,1,38,8
6421,54.5,13,1,38,8
6422,53.0,14,1,38,8
6423,51.26,15,1,38,8
6424,49.49,16,1,38,8
6425,49.93,17,1,38,8
6426,50.62,18,1,38,8
6427,54.5,19,1,38,8
6428,55.0,20,1,38,8
6429,47.0,21,1,38,8
6430,39.91,22,1,38,8
6431,32.59,23,1,38,8
6432,27.92,0,2,38,8
6433,24.96,1,2,38,8
6434,22.73,2,2,38,8
6435,19.67,3,2,38,8
6436,18.97,4,2,38,8
6437,22.05,5,2,38,8
6438,42.52,6,2,38,8
6439,55.96,7,2,38,8
6440,62.7,8,2,38,8
6441,65.0,9,2,38,8
6442,66.0,10,2,38,8
6443,74.96,11,2,38,8
6444,65.48,12,2,38,8
6445,62.95,13,2,38,8
6446,63.54,14,2,38,8
6447,62.96,15,2,38,8
6448,58.91,16,2,38,8
6449,56.92,17,2,38,8
6450,57.07,18,2,38,8
6451,62.03,19,2,38,8
6452,61.2,20,2,38,8
6453,52.87,21,2,38,8
6454,44.04,22,2,38,8
6455,34.04,23,2,38,8
6456,28.9,0,3,38,8
6457,25.54,1,3,38,8
6458,24.03,2,3,38,8
6459,22.24,3,3,38,8
6460,21.97,4,3,38,8
6461,29.25,5,3,38,8
6462,41.0,6,3,38,8
6463,54.91,7,3,38,8
6464,54.0,8,3,38,8
6465,55.55,9,3,38,8
6466,56.41,10,3,38,8
6467,62.4,11,3,38,8
6468,55.04,12,3,38,8
6469,55.0,13,3,38,8
6470,53.9,14,3,38,8
6471,52.0,15,3,38,8
6472,50.93,16,3,38,8
6473,49.28,17,3,38,8
6474,50.11,18,3,38,8
6475,53.92,19,3,38,8
6476,54.14,20,3,38,8
6477,48.26,21,3,38,8
6478,40.99,22,3,38,8
6479,33.05,23,3,38,8
6480,26.29,0,4,38,8
6481,22.99,1,4,38,8
6482,20.24,2,4,38,8
6483,17.5,3,4,38,8
6484,18.95,4,4,38,8
6485,22.39,5,4,38,8
6486,37.0,6,4,38,8
6487,49.99,7,4,38,8
6488,56.02,8,4,38,8
6489,55.08,9,4,38,8
6490,57.19,10,4,38,8
6491,61.05,11,4,38,8
6492,54.06,12,4,38,8
6493,52.0,13,4,38,8
6494,51.51,14,4,38,8
6495,49.49,15,4,38,8
6496,47.12,16,4,38,8
6497,46.97,17,4,38,8
6498,49.01,18,4,38,8
6499,52.0,19,4,38,8
6500,51.12,20,4,38,8
6501,44.0,21,4,38,8
6502,39.5,22,4,38,8
6503,34.99,23,4,38,8
6504,26.09,0,5,38,8
6505,24.87,1,5,38,8
6506,22.45,2,5,38,8
6507,16.09,3,5,38,8
6508,13.99,4,5,38,8
6509,18.0,5,5,38,8
6510,20.3,6,5,38,8
6511,29.0,7,5,38,8
6512,33.0,8,5,38,8
6513,38.07,9,5,38,8
6514,40.97,10,5,38,8
6515,42.88,11,5,38,8
6516,41.6,12,5,38,8
6517,36.89,13,5,38,8
6518,33.07,14,5,38,8
6519,30.31,15,5,38,8
6520,29.02,16,5,38,8
6521,30.02,17,5,38,8
6522,33.02,18,5,38,8
6523,37.09,19,5,38,8
6524,41.06,20,5,38,8
6525,34.9,21,5,38,8
6526,32.61,22,5,38,8
6527,29.71,23,5,38,8
6528,25.9,0,6,38,8
6529,16.08,1,6,38,8
6530,16.02,2,6,38,8
6531,12.07,3,6,38,8
6532,8.28,4,6,38,8
6533,12.7,5,6,38,8
6534,7.27,6,6,38,8
6535,16.98,7,6,38,8
6536,19.04,8,6,38,8
6537,24.05,9,6,38,8
6538,27.74,10,6,38,8
6539,29.07,11,6,38,8
6540,30.85,12,6,38,8
6541,27.84,13,6,38,8
6542,25.03,14,6,38,8
6543,24.04,15,6,38,8
6544,15.0,16,6,38,8
6545,24.93,17,6,38,8
6546,30.04,18,6,38,8
6547,39.99,19,6,38,8
6548,47.7,20,6,38,8
6549,42.94,21,6,38,8
6550,38.53,22,6,38,8
6551,30.08,23,6,38,8
6552,28.43,0,0,39,9
6553,23.57,1,0,39,9
6554,20.0,2,0,39,9
6555,20.0,3,0,39,9
6556,22.47,4,0,39,9
6557,26.99,5,0,39,9
6558,40.0,6,0,39,9
6559,54.25,7,0,39,9
6560,78.95,8,0,39,9
6561,71.74,9,0,39,9
6562,77.5,10,0,39,9
6563,95.01,11,0,39,9
6564,64.83,12,0,39,9
6565,65.0,13,0,39,9
6566,63.0,14,0,39,9
6567,62.93,15,0,39,9
6568,55.47,16,0,39,9
6569,50.0,17,0,39,9
6570,50.0,18,0,39,9
6571,58.0,19,0,39,9
6572,59.36,20,0,39,9
6573,41.0,21,0,39,9
6574,32.0,22,0,39,9
6575,30.51,23,0,39,9
6576,29.97,0,1,39,9
6577,27.01,1,1,39,9
6578,20.44,2,1,39,9
6579,16.82,3,1,39,9
6580,15.94,4,1,39,9
6581,19.71,5,1,39,9
6582,36.94,6,1,39,9
6583,49.97,7,1,39,9
6584,64.56,8,1,39,9
6585,65.05,9,1,39,9
6586,68.5,10,1,39,9
6587,78.0,11,1,39,9
6588,65.08,12,1,39,9
6589,65.75,13,1,39,9
6590,63.81,14,1,39,9
6591,61.84,15,1,39,9
6592,59.06,16,1,39,9
6593,56.94,17,1,39,9
6594,56.93,18,1,39,9
6595,62.81,19,1,39,9
6596,57.0,20,1,39,9
6597,44.93,21,1,39,9
6598,38.98,22,1,39,9
6599,31.08,23,1,39,9
6600,25.85,0,2,39,9
6601,23.45,1,2,39,9
6602,21.99,2,2,39,9
6603,17.17,3,2,39,9
6604,22.04,4,2,39,9
6605,18.95,5,2,39,9
6606,28.39,6,2,39,9
6607,41.51,7,2,39,9
6608,42.84,8,2,39,9
6609,45.06,9,2,39,9
6610,46.05,10,2,39,9
6611,48.76,11,2,39,9
6612,48.03,12,2,39,9
6613,46.08,13,2,39,9
6614,46.12,14,2,39,9
6615,44.28,15,2,39,9
6616,46.02,16,2,39,9
6617,44.0,17,2,39,9
6618,44.02,18,2,39,9
6619,48.1,19,2,39,9
6620,51.19,20,2,39,9
6621,43.51,21,2,39,9
6622,39.67,22,2,39,9
6623,31.98,23,2,39,9
6624,32.0,0,3,39,9
6625,22.95,1,3,39,9
6626,24.87,2,3,39,9
6627,24.68,3,3,39,9
6628,25.49,4,3,39,9
6629,28.21,5,3,39,9
6630,41.46,6,3,39,9
6631,56.57,7,3,39,9
6632,61.2,8,3,39,9
6633,61.25,9,3,39,9
6634,63.19,10,3,39,9
6635,66.88,11,3,39,9
6636,57.35,12,3,39,9
6637,59.0,13,3,39,9
6638,53.61,14,3,39,9
6639,52.0,15,3,39,9
6640,51.36,16,3,39,9
6641,52.5,17,3,39,9
6642,55.18,18,3,39,9
6643,61.0,19,3,39,9
6644,59.12,20,3,39,9
6645,46.9,21,3,39,9
6646,49.28,22,3,39,9
6647,38.58,23,3,39,9
6648,31.03,0,4,39,9
6649,24.89,1,4,39,9
6650,22.09,2,4,39,9
6651,16.99,3,4,39,9
6652,14.08,4,4,39,9
6653,26.72,5,4,39,9
6654,37.96,6,4,39,9
6655,50.19,7,4,39,9
6656,62.1,8,4,39,9
6657,61.68,9,4,39,9
6658,64.25,10,4,39,9
6659,70.0,11,4,39,9
6660,62.92,12,4,39,9
6661,61.0,13,4,39,9
6662,60.0,14,4,39,9
6663,55.05,15,4,39,9
6664,51.02,16,4,39,9
6665,52.03,17,4,39,9
6666,55.01,18,4,39,9
6667,59.0,19,4,39,9
6668,53.03,20,4,39,9
6669,43.12,21,4,39,9
6670,37.85,22,4,39,9
6671,34.04,23,4,39,9
6672,35.0,0,5,39,9
6673,31.87,1,5,39,9
6674,27.92,2,5,39,9
6675,21.88,3,5,39,9
6676,17.12,4,5,39,9
6677,17.94,5,5,39,9
6678,22.0,6,5,39,9
6679,35.27,7,5,39,9
6680,40.03,8,5,39,9
6681,45.0,9,5,39,9
6682,48.96,10,5,39,9
6683,49.89,11,5,39,9
6684,47.79,12,5,39,9
6685,43.13,13,5,39,9
6686,40.29,14,5,39,9
6687,38.04,15,5,39,9
6688,37.91,16,5,39,9
6689,39.01,17,5,39,9
6690,41.98,18,5,39,9
6691,49.93,19,5,39,9
6692,50.01,20,5,39,9
6693,45.0,21,5,39,9
6694,43.0,22,5,39,9
6695,37.82,23,5,39,9
6696,33.75,0,6,39,9
6697,27.96,1,6,39,9
6698,26.3,2,6,39,9
6699,17.75,3,6,39,9
6700,22.71,4,6,39,9
6701,24.4,5,6,39,9
6702,17.33,6,6,39,9
6703,24.96,7,6,39,9
6704,29.34,8,6,39,9
6705,31.0,9,6,39,9
6706,35.9,10,6,39,9
6707,39.79,11,6,39,9
6708,39.0,12,6,39,9
6709,35.75,13,6,39,9
6710,32.91,14,6,39,9
6711,30.3,15,6,39,9
6712,27.91,16,6,39,9
6713,31.5,17,6,39,9
6714,40.92,18,6,39,9
6715,56.95,19,6,39,9
6716,57.9,20,6,39,9
6717,50.0,21,6,39,9
6718,48.17,22,6,39,9
6719,38.9,23,6,39,9
6720,25.49,0,0,40,9
6721,20.54,1,0,40,9
6722,18.55,2,0,40,9
6723,12.94,3,0,40,9
6724,10.91,4,0,40,9
6725,15.03,5,0,40,9
6726,26.93,6,0,40,9
6727,49.91,7,0,40,9
6728,63.17,8,0,40,9
6729,63.17,9,0,40,9
6730,69.0,10,0,40,9
6731,79.02,11,0,40,9
6732,72.0,12,0,40,9
6733,68.51,13,0,40,9
6734,61.25,14,0,40,9
6735,58.0,15,0,40,9
6736,55.91,16,0,40,9
6737,53.0,17,0,40,9
6738,58.0,18,0,40,9
6739,86.1,19,0,40,9
6740,59.99,20,0,40,9
6741,48.25,21,0,40,9
6742,39.99,22,0,40,9
6743,31.74,23,0,40,9
6744,32.13,0,1,40,9
6745,26.33,1,1,40,9
6746,25.97,2,1,40,9
6747,21.8,3,1,40,9
6748,19.99,4,1,40,9
6749,29.5,5,1,40,9
6750,41.97,6,1,40,9
6751,62.97,7,1,40,9
6752,80.85,8,1,40,9
6753,78.0,9,1,40,9
6754,80.05,10,1,40,9
6755,92.01,11,1,40,9
6756,76.94,12,1,40,9
6757,76.5,13,1,40,9
6758,68.96,14,1,40,9
6759,67.72,15,1,40,9
6760,65.99,16,1,40,9
6761,64.6,17,1,40,9
6762,71.5,18,1,40,9
6763,88.67,19,1,40,9
6764,65.1,20,1,40,9
6765,54.5,21,1,40,9
6766,47.51,22,1,40,9
6767,37.19,23,1,40,9
6768,29.94,0,2,40,9
6769,25.0,1,2,40,9
6770,20.76,2,2,40,9
6771,18.99,3,2,40,9
6772,18.97,4,2,40,9
6773,16.99,5,2,40,9
6774,38.92,6,2,40,9
6775,61.26,7,2,40,9
6776,68.96,8,2,40,9
6777,71.11,9,2,40,9
6778,75.01,10,2,40,9
6779,73.96,11,2,40,9
6780,70.37,12,2,40,9
6781,69.91,13,2,40,9
6782,68.98,14,2,40,9
6783,66.98,15,2,40,9
6784,63.98,16,2,40,9
6785,60.95,17,2,40,9
6786,66.05,18,2,40,9
6787,75.09,19,2,40,9
6788,69.94,20,2,40,9
6789,51.94,21,2,40,9
6790,41.82,22,2,40,9
6791,35.0,23,2,40,9
6792,32.0,0,3,40,9
6793,27.48,1,3,40,9
6794,26.11,2,3,40,9
6795,20.09,3,3,40,9
6796,20.9,4,3,40,9
6797,26.97,5,3,40,9
6798,45.9,6,3,40,9
6799,67.12,7,3,40,9
6800,75.07,8,3,40,9
6801,76.05,9,3,40,9
6802,79.19,10,3,40,9
6803,86.0,11,3,40,9
6804,71.48,12,3,40,9
6805,68.94,13,3,40,9
6806,68.93,14,3,40,9
6807,66.91,15,3,40,9
6808,63.0,16,3,40,9
6809,61.75,17,3,40,9
6810,69.55,18,3,40,9
6811,87.71,19,3,40,9
6812,70.33,20,3,40,9
6813,53.52,21,3,40,9
6814,45.5,22,3,40,9
6815,36.1,23,3,40,9
6816,28.04,0,4,40,9
6817,24.86,1,4,40,9
6818,23.21,2,4,40,9
6819,18.94,3,4,40,9
6820,19.91,4,4,40,9
6821,27.45,5,4,40,9
